codigo,familia,seccion,descripcion,pdf,familias_todas
081433002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-HE 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081433004,Fitting Bronce,Terminal So-HE,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081434000,Fitting Bronce,Terminal So-HE Terminal So-HI,1/2” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081434004,Fitting Bronce,Terminal So-HE,1/2” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081443000,Fitting Bronce,Terminal So-HE Terminal So-HI,3/4” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081443004,Fitting Bronce,Terminal So-HE,3/4” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081444000,Fitting Bronce,Terminal So-HE Terminal So-HI,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081444002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-HE 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081444004,Fitting Bronce,Terminal So-HE,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081445000,Fitting Bronce,Terminal So-HE Terminal So-HI,3/4” x 1”,08_Fitting-Bronce.pdf,Fitting Bronce
081454000,Fitting Bronce,Terminal So-HE Terminal So-HI,1” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081455000,Fitting Bronce,Terminal So-HE Terminal So-HI,1”,08_Fitting-Bronce.pdf,Fitting Bronce
081455002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-HE 1”,08_Fitting-Bronce.pdf,Fitting Bronce
081455004,Fitting Bronce,Terminal So-HE,1”,08_Fitting-Bronce.pdf,Fitting Bronce
081466000,Fitting Bronce,Terminal So-HE Terminal So-HI,1.1/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081466004,Fitting Bronce,Terminal So-HE,1.1/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081477000,Fitting Bronce,Terminal So-HE Terminal So-HI,1.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081477004,Fitting Bronce,Terminal So-HE,1.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081488000,Fitting Bronce,Terminal So-HE Terminal So-HI,2”,08_Fitting-Bronce.pdf,Fitting Bronce
081488004,Fitting Bronce,Terminal So-HE,2”,08_Fitting-Bronce.pdf,Fitting Bronce
081499000,Fitting Bronce,Terminal So-HE Terminal So-HI,2.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
0814AA000,Fitting Bronce,Terminal So-HE Terminal So-HI,3”,08_Fitting-Bronce.pdf,Fitting Bronce
0814BB000,Fitting Bronce,Terminal So-HE Terminal So-HI,4”,08_Fitting-Bronce.pdf,Fitting Bronce
081522000,Fitting Bronce,Terminal So-HE Terminal So-HI,3/8”,08_Fitting-Bronce.pdf,Fitting Bronce
081523000,Fitting Bronce,Terminal So-HE Terminal So-HI,3/8” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081532000,Fitting Bronce,Terminal So-HE Terminal So-HI,1/2” x 3/8”,08_Fitting-Bronce.pdf,Fitting Bronce
081533000,Fitting Bronce,Terminal So-HE Terminal So-HI,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081533002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-HI 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081533004,Fitting Bronce,Terminal So-HI 08,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081534000,Fitting Bronce,Terminal So-HE Terminal So-HI,1/2” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081534004,Fitting Bronce,Terminal So-HI 08,1/2” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081543000,Fitting Bronce,Terminal So-HE Terminal So-HI,3/4” x 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081544000,Fitting Bronce,Terminal So-HE Terminal So-HI,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081544002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-HI 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081544004,Fitting Bronce,Terminal So-HI 08,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081545000,Fitting Bronce,Terminal So-HE Terminal So-HI,3/4” x 1”,08_Fitting-Bronce.pdf,Fitting Bronce
081554000,Fitting Bronce,Terminal So-HE Terminal So-HI,1” x 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081555000,Fitting Bronce,Terminal So-HE Terminal So-HI,1”,08_Fitting-Bronce.pdf,Fitting Bronce
081555002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-HI 1”,08_Fitting-Bronce.pdf,Fitting Bronce
081555004,Fitting Bronce,Terminal So-HI 08,1” Unión Americana So-HE,08_Fitting-Bronce.pdf,Fitting Bronce
081566000,Fitting Bronce,Terminal So-HE Terminal So-HI,1.1/4” 08,08_Fitting-Bronce.pdf,Fitting Bronce
081577000,Fitting Bronce,Terminal So-HE Terminal So-HI,1.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081577004,Fitting Bronce,Terminal So-HI 08,1.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081588000,Fitting Bronce,Terminal So-HE Terminal So-HI,2”,08_Fitting-Bronce.pdf,Fitting Bronce
081588004,Fitting Bronce,Terminal So-HI 08,2”,08_Fitting-Bronce.pdf,Fitting Bronce
0815AA000,Fitting Bronce,Terminal So-HE Terminal So-HI,3”,08_Fitting-Bronce.pdf,Fitting Bronce
0815BB000,Fitting Bronce,Terminal So-HE Terminal So-HI,4”,08_Fitting-Bronce.pdf,Fitting Bronce
081733000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081733002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-HE 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081733004,Fitting Bronce,Terminal So-HI 08,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081744000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081744002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-HE 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081744004,Fitting Bronce,Terminal So-HI 08,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081755000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,1”,08_Fitting-Bronce.pdf,Fitting Bronce
081766000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,1.1/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081777000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,1.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081788000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,2”,08_Fitting-Bronce.pdf,Fitting Bronce
081922000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,3/8”,08_Fitting-Bronce.pdf,Fitting Bronce
081933000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081933002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-So 1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081933004,Fitting Bronce,Unión Americana So-So,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081944000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081944002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-So 3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081944004,Fitting Bronce,Unión Americana So-So,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081955000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,1”,08_Fitting-Bronce.pdf,Fitting Bronce
081955002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,So-So 1”,08_Fitting-Bronce.pdf,Fitting Bronce
081955004,Fitting Bronce,Unión Americana So-So,1”,08_Fitting-Bronce.pdf,Fitting Bronce
081966000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,1.1/4”,08_Fitting-Bronce.pdf,Fitting Bronce
081977000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,1.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
081977004,Fitting Bronce,Unión Americana So-So,1.1/2“,08_Fitting-Bronce.pdf,Fitting Bronce
081988000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,2”,08_Fitting-Bronce.pdf,Fitting Bronce
081988004,Fitting Bronce,Unión Americana So-So,2”,08_Fitting-Bronce.pdf,Fitting Bronce
081999000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,2.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
0819AA000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,3”,08_Fitting-Bronce.pdf,Fitting Bronce
0819BB000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,4”,08_Fitting-Bronce.pdf,Fitting Bronce
082733000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,,08_Fitting-Bronce.pdf,Fitting Bronce
082733001,Fitting Bronce,Fittings de Bronce Unión Americana So-So,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
082933000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
082933002,Fitting Bronce,Codo en Bolsa Unitaria Tee en Bolsa Unitaria,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
082933004,Fitting Bronce,Hilo con Tuerca,1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
082944000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
082944004,Fitting Bronce,Hilo con Tuerca,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
082955000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,1”,08_Fitting-Bronce.pdf,Fitting Bronce
082966000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,1.1/4”,08_Fitting-Bronce.pdf,Fitting Bronce
082977000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,1.1/2”,08_Fitting-Bronce.pdf,Fitting Bronce
082988000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,2”,08_Fitting-Bronce.pdf,Fitting Bronce
083133000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,1”,08_Fitting-Bronce.pdf,Fitting Bronce
083144000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,,08_Fitting-Bronce.pdf,Fitting Bronce
083155000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,1.1/4”,08_Fitting-Bronce.pdf,Fitting Bronce
083166000,Fitting Bronce,Ente Certiﬁcador: 1.1/2”,,08_Fitting-Bronce.pdf,Fitting Bronce
083177000,Fitting Bronce,Ente Certiﬁcador: 1.1/2”,,08_Fitting-Bronce.pdf,Fitting Bronce
083733000,Fitting Bronce,Fittings de Bronce Unión Americana So-So,3/4”,08_Fitting-Bronce.pdf,Fitting Bronce
100010100,Griferia Temporizada,Punta Cuadrada Chica Larga Gorda Mediana,,10_Griferia-Temporizada.pdf,Griferia Temporizada
100010150,Griferia Temporizada,Punta Cuadrada Chica Larga Gorda Mediana,,10_Griferia-Temporizada.pdf,Griferia Temporizada
100010300,Griferia Temporizada,Punta Cuadrada Chica Larga Gorda Mediana,,10_Griferia-Temporizada.pdf,Griferia Temporizada
100010400,Griferia Temporizada,de Corte y Conexión Curva de Corte y Conexión Curva,: Caudal Regulable,10_Griferia-Temporizada.pdf,Griferia Temporizada
100010500,Griferia Temporizada,de Corte y Conexión Curva de Corte y Conexión Curva,),10_Griferia-Temporizada.pdf,Griferia Temporizada
100010800,Griferia Temporizada,Con Válvula de Corte,,10_Griferia-Temporizada.pdf,Griferia Temporizada
10001080S,Griferia Temporizada,Con Válvula de Corte,,10_Griferia-Temporizada.pdf,Griferia Temporizada
100011500,Griferia Temporizada,Con Válvula de Corte,3/4” Bajada de Tubo en S,10_Griferia-Temporizada.pdf,Griferia Temporizada
10001150S,Griferia Temporizada,Con Válvula de Corte,3/4”,10_Griferia-Temporizada.pdf,Griferia Temporizada
100011600,Griferia Temporizada,Con Válvula de Corte,1”,10_Griferia-Temporizada.pdf,Griferia Temporizada
10001160S,Griferia Temporizada,Con Válvula de Corte,1”,10_Griferia-Temporizada.pdf,Griferia Temporizada
100012300,Griferia Temporizada,Lavatorio Temporizada Lavatorio Temporizada Nueva,,10_Griferia-Temporizada.pdf,Griferia Temporizada
100012305,Griferia Temporizada,Lavatorio Temporizada Lavatorio Temporizada Nueva,Caudal Urinario Botón sin Válvula de Corte (,10_Griferia-Temporizada.pdf,Griferia Temporizada
100012400,Griferia Temporizada,"Fluxómetro 1,6",,10_Griferia-Temporizada.pdf,Griferia Temporizada
100012405,Griferia Temporizada,Fluxómetro Nuevo,"0,5 1 1,5 2 2,5 3 3,5 4 4,5 5",10_Griferia-Temporizada.pdf,Griferia Temporizada
100013100,Griferia Temporizada,Empaques: Fluxómetro Palanca Enorme,3/4”,10_Griferia-Temporizada.pdf,Griferia Temporizada
100013200,Griferia Temporizada,Empaques: Fluxómetro Palanca Enorme,1”,10_Griferia-Temporizada.pdf,Griferia Temporizada
110131001,Fitting de Laton,Fittings de Latón Copla Dentada 1/4”,1/2” x 1/4”,11_Fitting-Laton.pdf,Fitting de Laton
110132001,Fitting de Laton,Fittings de Latón Copla Dentada 1/4”,1/2“ x 3/8” (c/2 Abrazaderas en bolsa),11_Fitting-Laton.pdf,Fitting de Laton
110143001,Fitting de Laton,Fittings de Latón Copla Dentada 1/4”,3/4” x 1/2”,11_Fitting-Laton.pdf,Fitting de Laton
110711001,Fitting de Laton,Fittings de Latón Copla Dentada 1/4”,,11_Fitting-Laton.pdf,Fitting de Laton
110711004,Fitting de Laton,Fittings de Latón Copla Dentada 1/4”,,11_Fitting-Laton.pdf,Fitting de Laton
110722001,Fitting de Laton,Fittings de Latón Copla Dentada 1/4”,,11_Fitting-Laton.pdf,Fitting de Laton
110722004,Fitting de Laton,Fittings de Latón Copla Dentada 1/4”,,11_Fitting-Laton.pdf,Fitting de Laton
110820061,Fitting de Laton,Tee Dentada 3/8” Tapa Gorro HI Tapón Macho HE,1/4” NPT,11_Fitting-Laton.pdf,Fitting de Laton
110830061,Fitting de Laton,Tee Dentada 3/8” Tapa Gorro HI Tapón Macho HE,3/8” NPT,11_Fitting-Laton.pdf,Fitting de Laton
110930001,Fitting de Laton,N-Ll.Paso y Jardín N Estría Fina Cromada-F,,11_Fitting-Laton.pdf,Fitting de Laton
111020061,Fitting de Laton,Tee Dentada 3/8” Tapa Gorro HI Tapón Macho HE,3/8” NPT,11_Fitting-Laton.pdf,Fitting de Laton
111030061,Fitting de Laton,Tee Dentada 3/8” Tapa Gorro HI Tapón Macho HE,1/2” NPT,11_Fitting-Laton.pdf,Fitting de Laton
111040001,Fitting de Laton,N-Ll.Paso y Jardín N Estría Fina Cromada-F,,11_Fitting-Laton.pdf,Fitting de Laton
111040011,Fitting de Laton,N-Ll.Paso y Jardín N Estría Fina Cromada-F,,11_Fitting-Laton.pdf,Fitting de Laton
111040021,Fitting de Laton,Cartridge 3/4” Campana Conector Para Monomando,,11_Fitting-Laton.pdf,Fitting de Laton
111311101,Fitting de Laton,Fittings de Latón Copla Dentada 1/4”,,11_Fitting-Laton.pdf,Fitting de Laton
111311104,Fitting de Laton,Fittings de Latón Copla Dentada 1/4”,,11_Fitting-Laton.pdf,Fitting de Laton
111322201,Fitting de Laton,Tee Dentada 3/8” Tapa Gorro HI Tapón Macho HE,,11_Fitting-Laton.pdf,Fitting de Laton
111322204,Fitting de Laton,Tee Dentada 3/8” Tapa Gorro HI Tapón Macho HE,,11_Fitting-Laton.pdf,Fitting de Laton
112723006,Fitting de Laton,Niple Tuerca HI-HE Niple Tuerca HI - HE Niple Tuerca HI - HE,,11_Fitting-Laton.pdf,Fitting de Laton
112732001,Fitting de Laton,Niple Tuerca HI-HE Niple Tuerca HI - HE Niple Tuerca HI - HE,,11_Fitting-Laton.pdf,Fitting de Laton
112732071,Fitting de Laton,Niple Tuerca HI-HE Niple Tuerca HI - HE Niple Tuerca HI - HE,,11_Fitting-Laton.pdf,Fitting de Laton
112732076,Fitting de Laton,Niple Tuerca HI - HE Niple Tuerca HI - HE Niple Tuerca HI-HE,,11_Fitting-Laton.pdf,Fitting de Laton
112733007,Fitting de Laton,(c/Abrazadera en bolsa) (c/Abrazadera en bolsa),,11_Fitting-Laton.pdf,Fitting de Laton
112743001,Fitting de Laton,Niple Tuerca HI - HE Niple Tuerca HI - HE Niple Tuerca HI-HE,,11_Fitting-Laton.pdf,Fitting de Laton
112743071,Fitting de Laton,Niple Tuerca HI - HE Niple Tuerca HI - HE Niple Tuerca HI-HE,,11_Fitting-Laton.pdf,Fitting de Laton
112744001,Fitting de Laton,Niple Tuerca HI - HE Niple Tuerca HI - HE Niple Tuerca HI-HE,c/Golilla en Bolsa 1” x 3/4”,11_Fitting-Laton.pdf,Fitting de Laton
112744075,Fitting de Laton,Niple Tuerca HI - HE Niple Tuerca HI - HE Niple Tuerca HI-HE,,11_Fitting-Laton.pdf,Fitting de Laton
112754001,Fitting de Laton,Niple Tuerca HI - HE Niple Tuerca HI - HE Niple Tuerca HI-HE,,11_Fitting-Laton.pdf,Fitting de Laton
112754075,Fitting de Laton,Niple Tuerca HI - HE Niple Tuerca HI - HE Niple Tuerca HI-HE,,11_Fitting-Laton.pdf,Fitting de Laton
112922001,Fitting de Laton,Niple Tuerca HI - HE Niple Tuerca HI - HE Niple Tuerca HI-HE,,11_Fitting-Laton.pdf,Fitting de Laton
112931001,Fitting de Laton,Niple Tuerca HI - HE Niple Tuerca HI - HE Niple Tuerca HI-HE,,11_Fitting-Laton.pdf,Fitting de Laton
112932001,Fitting de Laton,Niple Tuerca HI - HE Niple Tuerca HI - HE Niple Tuerca HI-HE,,11_Fitting-Laton.pdf,Fitting de Laton
112933001,Fitting de Laton,Niple Tuerca HI - HE Niple Tuerca HI - HE Niple Tuerca HI-HE,,11_Fitting-Laton.pdf,Fitting de Laton
112943001,Fitting de Laton,Niple Tuerca HI - HE Niple Tuerca HI - HE Niple Tuerca HI-HE,,11_Fitting-Laton.pdf,Fitting de Laton
113011000,Fitting de Laton,Niple Tuerca HI - HE Niple Tuerca HI - HE Niple Tuerca HI-HE,1/4” NPT,11_Fitting-Laton.pdf,Fitting de Laton
113033000,Fitting de Laton,Niple Tuerca HI - HE Niple Tuerca HI - HE Niple Tuerca HI-HE,1/2”,11_Fitting-Laton.pdf,Fitting de Laton
113044000,Fitting de Laton,Niple Tuerca HI - HE Niple Tuerca HI - HE Niple Tuerca HI-HE,3/4”,11_Fitting-Laton.pdf,Fitting de Laton
113311001,Fitting de Laton,Fittings de Latón,,11_Fitting-Laton.pdf,Fitting de Laton
113311004,Fitting de Laton,Fittings de Latón,1133322004,11_Fitting-Laton.pdf,Fitting de Laton
113332001,Fitting de Laton,Fittings de Latón,,11_Fitting-Laton.pdf,Fitting de Laton
113333007,Fitting de Laton,Fittings de Latón,,11_Fitting-Laton.pdf,Fitting de Laton
113412001,Fitting de Laton,(c/Abrazadera en bolsa) (c/Abrazadera en bolsa),,11_Fitting-Laton.pdf,Fitting de Laton
113412073,Fitting de Laton,(c/Abrazadera en bolsa) (c/Abrazadera en bolsa),,11_Fitting-Laton.pdf,Fitting de Laton
113421001,Fitting de Laton,(c/Abrazadera en bolsa) (c/Abrazadera en bolsa),,11_Fitting-Laton.pdf,Fitting de Laton
113421073,Fitting de Laton,(c/Abrazadera en bolsa) (c/Abrazadera en bolsa),,11_Fitting-Laton.pdf,Fitting de Laton
113422081,Fitting de Laton,(c/Abrazadera en bolsa) (c/Abrazadera en bolsa),,11_Fitting-Laton.pdf,Fitting de Laton
113422083,Fitting de Laton,(c/Abrazadera en bolsa) (c/Abrazadera en bolsa),,11_Fitting-Laton.pdf,Fitting de Laton
113423081,Fitting de Laton,(c/Abrazadera en bolsa) (c/Abrazadera en bolsa),,11_Fitting-Laton.pdf,Fitting de Laton
113423083,Fitting de Laton,(c/Abrazadera en bolsa) (c/Abrazadera en bolsa),,11_Fitting-Laton.pdf,Fitting de Laton
113432001,Fitting de Laton,(c/Abrazadera en bolsa) (c/Abrazadera en bolsa),,11_Fitting-Laton.pdf,Fitting de Laton
113432073,Fitting de Laton,(c/Abrazadera en bolsa) (c/Abrazadera en bolsa),,11_Fitting-Laton.pdf,Fitting de Laton
113632001,Fitting de Laton,(c/Abrazadera en bolsa) (c/Abrazadera en bolsa),,11_Fitting-Laton.pdf,Fitting de Laton
113632073,Fitting de Laton,(c/Abrazadera en bolsa) (c/Abrazadera en bolsa),,11_Fitting-Laton.pdf,Fitting de Laton
113733300,Fitting de Laton,Niple Tuerca HI - HE Niple Tuerca HI - HE Niple Tuerca HI-HE,,11_Fitting-Laton.pdf,Fitting de Laton
113812691,Fitting de Laton,(Hilo de 3/4”),,11_Fitting-Laton.pdf,Fitting de Laton
113832691,Fitting de Laton,(Hilo de 3/4”),,11_Fitting-Laton.pdf,Fitting de Laton
113833691,Fitting de Laton,(Hilo de 3/4”),,11_Fitting-Laton.pdf,Fitting de Laton
113932691,Fitting de Laton,(Hilo de 3/4”),,11_Fitting-Laton.pdf,Fitting de Laton
113933691,Fitting de Laton,(Hilo de 3/4”),,11_Fitting-Laton.pdf,Fitting de Laton
114021901,Fitting de Laton,(Hilo de 3/4”),/,11_Fitting-Laton.pdf,Fitting de Laton
114033901,Fitting de Laton,(Hilo de 3/4”),) 1/2” NPT x 3/8” UNF,11_Fitting-Laton.pdf,Fitting de Laton
114042901,Fitting de Laton,(Hilo de 3/4”),) (Cono Salida se une a,11_Fitting-Laton.pdf,Fitting de Laton
1141M3001,Fitting de Laton,Cartridge 3/4” Campana Conector Para Monomando,,11_Fitting-Laton.pdf,Fitting de Laton
117703001,Fitting de Laton,Fittings de Latón,,11_Fitting-Laton.pdf,Fitting de Laton
117804001,Fitting de Laton,Fittings de Latón,,11_Fitting-Laton.pdf,Fitting de Laton
117904401,Fitting de Laton,Fittings de Latón,,11_Fitting-Laton.pdf,Fitting de Laton
117904501,Fitting de Laton,(Hilo de 3/4”),,11_Fitting-Laton.pdf,Fitting de Laton
118004301,Fitting de Laton,(Hilo de 3/4”),,11_Fitting-Laton.pdf,Fitting de Laton
120544004,Piezas para Sanitarias,Llave Collar HE-HE Llave Collar HE-HI,"3/4” (L = 60,7 mm)",12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
120555004,Piezas para Sanitarias,Llave Collar HE-HE Llave Collar HE-HI,1”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
120566004,Piezas para Sanitarias,Llave Collar HE-HE Llave Collar HE-HI,1.1/4”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
121144004,Piezas para Sanitarias,Llave Collar HE-HE Llave Collar HE-HI,3/4”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
121166004,Piezas para Sanitarias,Llave Collar HE-HE Llave Collar HE-HI,1.1/4”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
121333001,Piezas para Sanitarias,Llave Collar HE-HE Llave Collar HE-HI,1/2”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
121344001,Piezas para Sanitarias,Llave Collar HE-HE Llave Collar HE-HI,3/4”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
121355001,Piezas para Sanitarias,Llave Collar HE-HE Llave Collar HE-HI,1”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
121377001,Piezas para Sanitarias,Llave Collar HE-HE Llave Collar HE-HI,1.1/2”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
121388001,Piezas para Sanitarias,Llave Collar HE-HE Llave Collar HE-HI,2”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
121433001,Piezas para Sanitarias,Llave Collar HE-HE Llave Collar HE-HI,1/2”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
121444001,Piezas para Sanitarias,Llave Collar HE-HE Llave Collar HE-HI,3/4”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
122100031,Piezas para Sanitarias,Vaina So 1/2” Sanitarias,1” Vaina HE,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
122100041,Piezas para Sanitarias,Vaina So 1/2” Sanitarias,1.1/2”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
122100051,Piezas para Sanitarias,Vaina So 1/2” Sanitarias,,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
122100071,Piezas para Sanitarias,Vaina So 1/2” Sanitarias,,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
122101031,Piezas para Sanitarias,Vaina So 1/2” Sanitarias,1/2”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
122101041,Piezas para Sanitarias,Vaina So 1/2” Sanitarias,3/4”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
122101051,Piezas para Sanitarias,Vaina So 1/2” Sanitarias,1”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
122101071,Piezas para Sanitarias,Vaina So 1/2” Sanitarias,1.1/2”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
122102041,Piezas para Sanitarias,Hilo Izquierdo,3/4”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
122102051,Piezas para Sanitarias,Hilo Izquierdo,1”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
122102061,Piezas para Sanitarias,Hilo Izquierdo,1.1/4”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
122102066,Piezas para Sanitarias,Hilo Izquierdo,,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
122102081,Piezas para Sanitarias,Hilo Izquierdo,2”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
1221020C1,Piezas para Sanitarias,Hilo Izquierdo,7/8”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
1221020D1,Piezas para Sanitarias,(Para Medidor de 1/2” Diferenciado),1.1/8”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
122200031,Piezas para Sanitarias,Diferenciado HE,1/2”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
122200041,Piezas para Sanitarias,Diferenciado HE,3/4”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
122200051,Piezas para Sanitarias,Diferenciado HE,1”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
122200071,Piezas para Sanitarias,Diferenciado HE,1.1/2”,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
122300331,Piezas para Sanitarias,Llave Collar HE-HE Llave Collar HE-HI,,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
122300441,Piezas para Sanitarias,Llave Collar HE-HE Llave Collar HE-HI,3/4” (So 3/4” x HI 3/4”) 1/2” (So 1/2” x HI 1/2”),12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
122300551,Piezas para Sanitarias,Llave Collar HE-HE Llave Collar HE-HI,1” (So 1” x HI 1”) Con Golilla de Goma,12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
122300761,Piezas para Sanitarias,Llave Collar HE-HE Llave Collar HE-HI,1.1/2” x 1.1/4” (So 1.1/2” x HI 1.1/4”),12_Piezas-Sanitarias.pdf,Piezas para Sanitarias
